"rep","run","bf_no_rvar","bf_rvar"
26,13,1.41791077268535e-18,10828333848303188
27,13,3.83188451164307e-18,Inf
28,13,3.33877351198519e-18,2.79079302563003e+20
29,13,3.49920623886597e-21,674316483482068
30,13,4.32024091464073e-18,1324841150093282304
31,13,3.97761895439323e-13,658089359906703
32,13,9.3248396648715e-20,3.37337729868613e+22
33,13,1.26418604808287e-22,1.00243567200279e+24
34,13,2.24431822778393e-21,4085807748780526592
35,13,1.26019792259073e-19,1622717321296775
36,13,1.96173788025824e-17,214984446951244
37,13,8.27633371390112e-17,Inf
38,13,5.07755278696095e-20,16198816936617938
39,13,1.34981616319187e-18,52409713596509200384
40,13,1.1388902527046e-17,966518582696765
41,13,3.09579938242192e-15,61342748988365.2
42,13,8.95783013278928e-22,1666636361646193664
43,13,9.98167564459401e-21,18495357438679527424
44,13,1.20797950129358e-12,Inf
45,13,4.51814671824753e-17,1.54545370391661e+21
46,13,7.1229124363308e-21,Inf
47,13,1.58143059851903e-19,2.32864545566764e+26
48,13,1.61775547015536e-16,Inf
49,13,1.78386798898286e-23,11220740700809084
50,13,3.12726222180838e-21,4697392305159268
51,13,9.78899155961768e-22,40726601905276472
52,13,2.23942520893137e-16,2.48503677412822e+25
53,13,2.82255261408414e-24,2.03452847760474e+20
54,13,6.33887484329504e-22,2466798750411720192
55,13,4.98572828890287e-20,40519858909022360
56,13,9.07855806739161e-15,Inf
57,13,7.29906963709993e-22,5459710082774049792
58,13,3.985723221135e-22,713709955630095
59,13,1.43123538532284e-18,6.6229106890512e+22
60,13,1.18041133548018e-19,113830848230426048
61,13,4.44496182747119e-19,624748843287623
62,13,2.20430824911497e-19,9184045072321460
63,13,8.89087819233962e-22,874315877812827
64,13,5.11970527549786e-14,Inf
65,13,3.20051119379346e-19,50938356091511496704
66,13,5.5189513101189e-19,1645954139514707
67,13,4.10899631642911e-16,134271343955557
68,13,3.84045867116891e-18,Inf
69,13,2.93571229462741e-11,54433856122736488
70,13,2.73261734101998e-17,2118752783904042752
71,13,8.79030804157813e-13,222300531022456512
72,13,7.29891327212799e-22,11392757962617024
73,13,2.7730921059195e-18,4846780728180775936
74,13,3.08758685599881e-16,14766899257512354
75,13,3.60603625794816e-15,3.92149825729498e+22
76,13,1.29295470345159e-15,2.06483976033242e+21
77,13,1.42997186543249e-18,34236814992874832
78,13,4.08386737652875e-16,Inf
79,13,5.18621715264556e-18,24763232494241604
80,13,1.18210944170634e-15,Inf
81,13,1.59696374789166e-21,4.83341308101841e+21
82,13,1.28832645063465e-19,2162432674502125
83,13,1.77786230184111e-14,837612806128153472
84,13,1.3126157769702e-19,1698425015430586880
85,13,3.64511011514961e-17,Inf
86,13,1.15309049923936e-18,Inf
87,13,5.76960626930601e-14,3.5260810722971e+23
88,13,1.09794512547958e-20,1.87065165191966e+24
89,13,2.00439077357159e-14,2025979063531978496
90,13,7.55237093120748e-22,Inf
91,13,3.97067438180452e-19,4.69622505007765e+21
92,13,5.38416649268043e-17,5455586611643710
93,13,4.82227515338602e-21,195640590453444704
94,13,1.17946995506131e-16,664378881342006272
95,13,2.54595496374322e-21,1.82834220705435e+24
96,13,1.02308798539618e-19,335348163781700672
97,13,1.75084523126299e-16,Inf
98,13,5.25138377780899e-17,264073732067111360
99,13,1.69189517939662e-15,3434430438135826
100,13,1.42028788747817e-14,21645740102965724
1,14,1.70573451517624e-18,4.02895485529531
2,14,9.53277175635823e-17,5309.90038715495
3,14,8.03535737767563e-19,2324.33326894759
4,14,1.76837579301566e-13,1.71866945803009
5,14,8.0192566342941e-17,13821.2657376945
6,14,5.1539416633472e-18,0.000690806365501673
7,14,1.66278322572863e-19,0.000161726977917115
8,14,2.11625259767165e-19,0.000737730018354689
9,14,1.94794949416275e-20,0.00976108192949673
10,14,1.01388949802694e-18,1.79311275848921
11,14,8.57567185792244e-17,0.00447240455533819
12,14,3.90810238740937e-19,0.0480268402247811
13,14,4.41619550057107e-16,9.43738090989449
14,14,7.52730647873015e-17,216515.70006581
15,14,1.70770152355371e-14,0.210890502428325
16,14,2.14961140165761e-15,10.8141607380415
17,14,5.57246372968727e-22,0.00703715280481713
18,14,7.05608720125848e-18,0.15710449932705
19,14,4.9374334988656e-10,65533.7070144942
20,14,1.28415950845547e-16,0.662543327701905
21,14,2.8604021886052e-19,0.644308172950986
22,14,6.35796844309347e-14,0.00350914769110362
23,14,7.06743085627321e-21,0.0213370291527626
24,14,5.30401839298313e-15,0.015443147994222
25,14,5.51091884845708e-20,0.0406166330333193
26,14,5.45809801476489e-18,3537.43808802634
27,14,1.21002545800767e-14,0.011190403248111
28,14,1.09841774085655e-16,1.31588882527359
29,14,9.33415013264668e-20,0.0042922448127857
30,14,4.42545612102786e-19,148.052717797351
31,14,5.16243577968177e-20,0.00148115232866396
32,14,1.62060735379159e-21,43.6709558125077
33,14,1.07177605177603e-15,0.00927721378901665
34,14,1.16675882188256e-18,13875.6857428013
35,14,2.07123163529148e-19,0.000177520400402858
36,14,4.60861636259147e-20,46.025859560694
37,14,1.97300145707048e-11,2775117.89759457
38,14,3.1861629007433e-20,5.55423769831563
39,14,6.16340683181262e-20,29836.4840528943
40,14,1.41075860139967e-15,0.011701601336521
41,14,3.64122516688152e-13,2.99078972229484
42,14,4.07010012088318e-17,23.251063818361
43,14,5.86620458323659e-15,170.155984934913
44,14,1.77321315879124e-18,64.2587929531523
45,14,2.1060340210615e-19,0.0223787272150846
46,14,6.83046444354726e-19,23.8174865580027
47,14,1.55566798034795e-16,0.346171159216296
48,14,6.12358416615794e-21,0.00226447711929258
49,14,2.02467667671782e-16,48753.6672318399
50,14,5.78474688866557e-15,0.0667370459364479
51,14,4.14528527928061e-15,0.000467061041634679
52,14,1.34456658466143e-21,0.00154667127228585
53,14,2.25361814840407e-19,0.0309704322361996
54,14,2.43188078367514e-14,0.631760040363994
55,14,4.33798213515385e-16,29.2095036185231
56,14,6.90239661045742e-19,0.016641541242021
57,14,4.82762397856849e-25,11.153816607715
58,14,2.42485482648697e-16,1675.83456766798
59,14,5.36735771961152e-17,0.00907615484211841
60,14,2.25625385212134e-16,0.0501320205538192
61,14,2.27784089466963e-16,0.000593016484433349
62,14,1.70409341531335e-16,9.2961669772371
63,14,3.33210864264271e-18,0.000113839620344853
64,14,1.17889290811355e-12,0.0543049931706328
65,14,1.76132415845506e-15,0.000647558126484211
66,14,6.20817237305193e-19,725.309302968272
67,14,4.28901305269366e-21,645.847138015252
68,14,5.24596193011323e-19,0.0742600182358771
69,14,6.70198144485025e-19,0.00225004647161578
70,14,1.42290911682692e-19,8.42439791481413
71,14,1.57108571657903e-21,84.9995865723149
72,14,4.48590878284795e-23,506.275186243675
73,14,4.13302325946938e-18,1.10710807067583e-05
74,14,1.91830927872052e-17,0.000133116714590119
75,14,7.18138380406577e-18,0.00732271209841116
76,14,6.28923993360113e-17,0.577862891523927
77,14,3.94951571088205e-20,437.182868649911
78,14,4.06675411894762e-20,342.342381227115
79,14,4.41677014129093e-16,0.00528479053566918
80,14,3.41720973685872e-18,132.732599575429
81,14,4.78086831049971e-22,0.00539118677483885
82,14,5.80698901444836e-16,7785.26823674125
83,14,1.36054207916352e-18,6.66746188205847
84,14,1.46456404378845e-16,0.0146198531767229
85,14,5.49895530272522e-17,0.129144313134414
86,14,5.83283809996319e-20,62.6953035480634
87,14,1.82483152102413e-18,1155.61912282385
88,14,9.35898642950446e-16,1095.83167731854
89,14,3.00422246395851e-20,7249.17123597465
90,14,7.99268328396125e-20,7.0274103057666
91,14,5.83983277083923e-21,544.22199240316
92,14,5.19093207391077e-22,0.910992187352754
93,14,2.6383694914748e-19,0.0488471099413577
94,14,6.99358324451743e-22,3927.63865005116
95,14,2.4216098378116e-10,2145.12442462028
96,14,3.56123223497585e-20,642.185679512233
97,14,5.42522058545935e-14,2324.78869212234
98,14,4.5695799283065e-17,4.07935581475961
99,14,7.4179998755517e-17,231583.187421083
100,14,2.08358218344088e-19,0.945089098678875
1,15,9.16358719733101e-18,396083999.04702
2,15,2.89195968191651e-18,423.532241881206
3,15,2.24588117337205e-16,175336497.290014
4,15,4.66525360395794e-19,507269.621403653
5,15,4.39073268390039e-21,1339412.04573507
6,15,3.21186371930517e-16,1716993.81966608
7,15,3.95560773781146e-21,20684925904.7346
8,15,1.39638249781153e-18,15437692359.4292
9,15,5.58689162725704e-21,21504725435.259
10,15,2.60357500892869e-17,2238.56063089787
11,15,7.89832551931727e-20,1195851906435367
12,15,4.46623725541159e-24,826134828651.386
13,15,1.50049484506321e-17,71559223.4135142
14,15,1.21579925741255e-18,99495189873744256
15,15,1.45184497994538e-20,1476045350.85858
16,15,1.17146075007089e-24,9139604665102.02
17,15,1.00339277209698e-20,2989338987938056
18,15,4.32091276929135e-19,101289735.916155
19,15,8.98612468980056e-17,79.5899275645858
20,15,2.79726241309142e-16,514202640237.996
21,15,4.92201186449765e-17,19.3112631272572
22,15,6.63329492635977e-23,28566815.4647039
23,15,3.44521958847679e-20,7108261599.68297
24,15,3.87882571884628e-17,1960627472164.58
25,15,3.57798807993683e-20,35402.8838881492
26,15,1.03242773913394e-17,155568319825983
27,15,2.78338579816378e-17,204168.204895535
28,15,2.94835950769447e-14,378631253.869287
29,15,2.2963452245023e-16,3079.13053950876
30,15,2.56145831933376e-18,60.1577419002058
31,15,3.86234429332498e-20,11931130.4131765
32,15,1.6255914463618e-16,4258424.66665831
33,15,4.29448317815326e-15,43.3155712029468
34,15,2.19083003571239e-18,86667.2723556878
35,15,6.84915210842204e-17,54023886839.9347
36,15,2.88784743795466e-21,14916.478800777
37,15,1.58394237672482e-15,504881823.709243
38,15,6.94531052217497e-19,44393.3495631347
39,15,2.27169265472435e-20,55.400910087057
40,15,3.78849502868905e-19,5472362.35218275
41,15,8.87827935230258e-17,22339507015.1005
42,15,4.64677709410337e-17,86288.8225531539
43,15,6.11467071172793e-19,234582346.94176
44,15,1.52863065325319e-25,34435478.1886361
45,15,1.78401345773337e-16,1207933.20539595
46,15,9.43544975055653e-14,356.908649250054
47,15,8.17441775104507e-17,3032702091900.03
48,15,1.04263746799284e-20,891.162941918307
49,15,5.21061768382963e-15,92024812140005
50,15,4.13215478014313e-20,502133.521668093
51,15,5.80557493533557e-16,3366714.77984427
52,15,1.60314055105469e-15,16371.0088750173
53,15,3.14731522603351e-19,6453579716.65603
54,15,1.59796802434158e-16,1761532222.39763
55,15,2.08398963245885e-18,41299652078942.9
56,15,2.09317392511733e-15,1444058.93131218
57,15,5.02659970808518e-20,6311883990413.94
58,15,4.38599380796334e-22,1672695605134.88
59,15,5.58241308306969e-18,1165398232277866
60,15,1.77204532276915e-16,385142.783353511
61,15,5.19771546252845e-21,512799762639.086
62,15,1.19180289435228e-17,179108259.35074
63,15,7.89745565712985e-22,353673848242941
64,15,6.73771299219486e-18,4547762.57659967
65,15,5.60016904585224e-24,4696462531194.12
66,15,1.54333035171412e-17,899158247502.144
67,15,7.63218405890436e-16,30248.3077592868
68,15,1.06658955908666e-15,79539655737.561
69,15,1.14175113000451e-18,7890941425.24173
70,15,1.11781421573227e-19,30103.917512406
71,15,7.64940046983037e-15,84.8946379361479
72,15,1.2421854308489e-18,194.682694449829
73,15,5.23294532187363e-22,518510916304.573
74,15,1.50694875464718e-24,3066102291235182
75,15,1.74518613727475e-13,2542.55120752441
76,15,1.12882571272503e-22,10201300838.7362
77,15,1.36358032889871e-19,530504588126.964
78,15,1.62703551868695e-16,8150668.56982457
79,15,1.84825569346447e-18,840746470.793754
80,15,1.12352531093737e-23,9921847685737.12
81,15,5.38936561143317e-19,357874430912.34
82,15,7.73048792747496e-17,21167016.5375035
83,15,2.87739957173135e-14,71285342.932855
84,15,2.41327986269164e-20,140280180886.262
85,15,1.04232811641839e-17,2023599130937.76
86,15,2.39326802058841e-16,461091295.743483
87,15,2.09113031107818e-16,117422089668.574
88,15,1.67980210436077e-20,540142428504.521
89,15,3.13197428310418e-21,154816746214.611
90,15,6.9832682032105e-16,63228741.5642028
91,15,7.77724043713887e-18,0.010687613923007
92,15,3.10330911034838e-13,750217.068187061
93,15,9.87643009200658e-15,518643.806346006
94,15,4.71053646944945e-19,8094.89281909093
95,15,7.54227568456485e-23,3953727764550140
96,15,8.4897074175228e-22,2233703.98542365
97,15,1.97530460686026e-19,10035613233.031
98,15,4.24566107083842e-15,77445.8223335118
99,15,2.65798621222577e-19,5653227232655095808
100,15,5.47686775683401e-19,1910162.4198063
1,16,2.91367503451683e-13,3840223872.75519
2,16,1.75299155785494e-18,4.09456419652056
3,16,6.36615835697145e-18,574.059016227365
4,16,6.1654334965721e-16,1.10829509060184
5,16,1.87074934752859e-16,5512.34794320002
6,16,1.36324018680896e-14,41958.0321981626
7,16,8.93549685214694e-18,17.4886162741746
8,16,2.09942488478435e-16,0.509306297616323
9,16,1.09581568164984e-16,15.4471171338999
10,16,1.27135971623078e-18,5.0722345033215
11,16,4.90228218520439e-18,213013.260587766
12,16,9.19581330659618e-14,306.103383836895
13,16,3.2327603234546e-19,0.00102529504401018
14,16,1.44588384049831e-19,0.399169377017066
15,16,2.07073064243891e-22,0.0756126009277636
16,16,8.57491901707842e-19,1220.87917211109
17,16,1.39036824010582e-21,84.6203490359887
18,16,2.68667609869504e-14,678212.602341906
19,16,9.45379488057532e-18,0.00843587126152581
20,16,1.58110117198989e-16,244.052686102417
21,16,1.39927855121411e-17,7.78911076417955
22,16,2.34619031314416e-17,0.64011812046736
23,16,6.53975761105619e-16,432.231240987569
24,16,8.70476997587648e-19,997713.051877118
25,16,1.34069579890655e-21,1.50835989485465
26,16,1.06554539282716e-18,0.000284822715941041
27,16,2.43963552717833e-17,108305.558580383
28,16,2.05896501839329e-21,2334.93788661621
29,16,3.58038071346873e-21,116.698788574969
30,16,4.74187710035517e-19,0.783046172819341
31,16,1.04763151516606e-12,12.893553292622
32,16,4.54239057429617e-14,91.9643899009428
33,16,8.45963341577715e-17,0.00905100735591059
34,16,6.68742693492711e-22,0.231667596371719
35,16,1.43677579872373e-19,0.0015866282034781
36,16,6.04756218711283e-23,0.00395277195101748
37,16,1.63471439733393e-16,4086771.89972254
38,16,7.49358472321062e-15,45564067.557313
39,16,2.40726678694621e-15,26.3970017889737
40,16,9.32269349055835e-18,0.0308189522769102
41,16,1.39729177864784e-16,109.334371972033
42,16,3.14166923262699e-19,1422.83213144625
43,16,3.07571502160923e-15,46.8488585017134
44,16,6.34358000184632e-19,29.4297634717643
45,16,2.49947015763654e-15,366.131403740508
46,16,2.30507308021443e-14,2.16116763915294
47,16,1.50320720400414e-20,0.199617028003421
48,16,1.15362882687321e-19,0.25906577344153
49,16,3.71242058978081e-19,0.00926777889168487
50,16,5.49498494870652e-22,0.190915802115896
51,16,2.61224072265585e-18,0.607701023215177
52,16,2.76235188379553e-19,1.38718531928416e-05
53,16,5.12828460139102e-17,9.62297800544516
54,16,9.26426713713687e-19,9.68538698703195
55,16,2.22279478018564e-16,5.28631152190021
56,16,3.70436528012681e-16,203048.244863229
57,16,9.52178153230021e-18,67.1201240431453
58,16,8.38245278931389e-17,0.176602917316903
59,16,1.85711225909881e-17,0.0683800869990588
60,16,2.01985127559095e-17,0.349374866648584
61,16,6.18584439632906e-18,5.86167374062674
62,16,5.49423587772098e-17,636.501936988587
63,16,1.56558723660552e-19,359111.714892092
64,16,4.06194088564604e-22,4.42251354097828
65,16,1.77557839047434e-21,0.874632312426917
66,16,2.39118313755662e-14,273.86143750386
67,16,2.68298063925781e-18,0.162665530280338
68,16,3.75803094940352e-19,15.5777505512411
69,16,5.24953912750811e-18,0.0517512564795903
70,16,5.3712477487841e-21,2.58994841524809
71,16,3.95260916660052e-18,26272.4842720839
72,16,5.50636458966727e-18,27.039206467004
73,16,1.90964273167389e-18,0.0578973889367951
74,16,2.31717481457469e-18,0.0270247630819924
75,16,8.03707378358941e-19,353.521017569882
76,16,1.46424735782401e-16,8108.93607326963
77,16,6.7121458483466e-11,3223.37797647142
78,16,4.54950787421994e-18,69918670.7126933
79,16,3.06436793675096e-17,26.3425553235116
80,16,1.41410296239491e-16,0.000695755954120743
81,16,1.65680808099206e-13,2017290.40862959
82,16,1.76504648085815e-20,21.6429833708082
83,16,1.94037057475979e-20,1.56220498297323
84,16,1.70602289057621e-19,0.0126755371934256
85,16,4.75913792259493e-18,75.8566465318619
86,16,2.51605411612346e-12,2503.4835668684
87,16,2.5544334899799e-19,6102.68617228461
88,16,5.05591579767235e-18,2.51398166484578
89,16,2.12043127696885e-22,0.207415074779102
90,16,7.02277064277975e-16,0.015583595602522
91,16,1.40176279418642e-18,2.1172099410738
92,16,3.11989902371096e-15,78.2361812745913
93,16,8.08635596597402e-19,0.0760450943519782
94,16,6.3190994984024e-16,99.1732168445035
95,16,4.60206620509665e-15,14.339601218706
96,16,9.74828268203265e-18,0.542612829254635
97,16,1.01061284967958e-19,0.00846527146459531
98,16,1.67769195235619e-13,4514.94371052803
99,16,4.1276602509449e-23,0.331812385383464
100,16,8.46986597641582e-17,19.9019062032224
1,17,7.21690374460009e-20,1478866184873.01
2,17,1.99227288296765e-15,3227697054.88402
3,17,1.30436329273087e-19,101338679.551725
4,17,1.89393533676357e-15,2194782202.22497
5,17,7.34604723195904e-16,2358528.65312078
6,17,7.35580378078589e-19,403075.007414513
7,17,4.88765391634229e-21,4526.70720154095
8,17,4.73799304134273e-20,126336387.272506
9,17,3.49589262665328e-16,1864365.42153352
10,17,2.50945469629859e-19,80992693.4294764
11,17,4.28256080819296e-18,161713436427.498
12,17,1.19404923321112e-15,114187.604806165
13,17,1.54317245620874e-18,1.32520159816213
14,17,1.26299897599134e-20,10492671781.845
15,17,7.12844119768405e-15,511259602.018661
16,17,4.18738635678449e-17,21327.3732342503
17,17,7.55178703345009e-16,8.35001628090684
18,17,1.70869437459177e-20,1015365348669.33
19,17,2.56212371804084e-19,3568.65206893525
20,17,3.7944558263514e-21,3539545280.61357
21,17,1.81662272668509e-19,156778730.915526
22,17,1.75747133946527e-15,29021150002.3745
23,17,6.72165037316524e-16,660227.11552273
24,17,9.69699798263364e-19,7978086.27927135
25,17,2.12650672804275e-16,331.506117126391
26,17,2.0053200334468e-21,266772626069825
27,17,9.58238420019968e-19,536228718.0108
28,17,7.18312920974382e-17,101876160.817324
29,17,8.74739595300523e-24,53390153.0729495
30,17,2.28344725083862e-17,5295.04490010781
31,17,2.1927177112117e-22,565403853234.916
32,17,3.31058736406168e-17,1221018878.0969
33,17,5.63646119760894e-15,78229252.6579499
34,17,1.24785767699916e-15,42627638755.1952
35,17,4.16610229899321e-15,68486139548.0104
36,17,3.28957958480161e-14,39990.2092207427
37,17,2.21277464920546e-18,236825792845.185
38,17,8.94729664567552e-16,17602536.1970207
39,17,9.84560570900094e-22,11935526272002.9
40,17,1.0875003894754e-21,3370663549.09198
41,17,1.01858456715749e-16,1.56549723797782
42,17,1.62321487425043e-19,20.9711479899468
43,17,1.57532685786463e-21,148065.849862549
44,17,3.83545703300336e-13,2379.73531154532
45,17,1.93766912695064e-17,175973819.711593
46,17,7.31651687133306e-19,6650672.82968373
47,17,6.17921112104143e-18,9582296.59726846
48,17,7.87237498906098e-14,18955129.1305478
49,17,3.44935754816476e-16,0.656452000407761
50,17,2.34728921434326e-18,95005738154.7404
51,17,1.39906868662909e-19,8.97461248472769
52,17,6.62368139935454e-15,180426.97204901
53,17,7.02754760470265e-22,8627903.34159189
54,17,2.80296500860205e-16,4.83449788696408
55,17,3.55261906667941e-20,1402512.06637609
56,17,1.45751811061431e-24,14745477164.5949
57,17,2.76028043996078e-14,9115271.60106049
58,17,3.64325528992509e-17,69095890.8710535
59,17,5.38430319559854e-21,26691.2149735147
60,17,3.11912135416963e-13,513931040.877833
61,17,2.93383554170816e-16,18356812.9409945
62,17,2.22862817466395e-22,46877378968391752
63,17,9.32701358735203e-19,283868.418624131
64,17,2.69541574535349e-14,31788540887.3666
65,17,1.06728602035458e-18,164699334438.902
66,17,1.18025175868655e-17,8658705038.6473
67,17,2.67215740567517e-14,14712055.6675524
68,17,6.58258080324583e-17,254610.763609955
69,17,2.21708458124686e-20,4675939585292.02
70,17,9.74820756011817e-20,238817.807624826
71,17,7.44832960465594e-19,239881547.002218
72,17,1.1097771227223e-17,8169451135.52508
73,17,2.36857466917032e-18,2031192910.81363
74,17,5.32460225077959e-16,10185728245.0169
75,17,3.76210207284619e-16,776.612579157697
76,17,9.90847551992059e-19,1029144258135945
77,17,7.22865955740894e-15,128507083658.735
78,17,5.67712180627565e-14,25860.7233551825
79,17,1.66676568938138e-21,732980.691911019
80,17,2.01330216964439e-17,3541847.95539417
81,17,3.76507952741023e-19,3473702811017692
82,17,1.02521215970668e-19,23364552.1220197
83,17,7.27062141834119e-16,51985383170.3757
84,17,2.70461984007912e-23,26382988.2933721
85,17,5.42840229179783e-19,3297074.97478209
86,17,8.24491368611666e-20,361768026.63776
87,17,3.3414782938049e-18,1238669705800.48
88,17,7.3999153192749e-14,312876417740.271
89,17,1.30318704791855e-18,2177793600500.56
90,17,5.81184997413174e-18,75.8827890770282
91,17,3.28412869137468e-22,52074916.0615051
92,17,1.05841673637362e-18,27191.4751643353
93,17,6.44090223563916e-18,1.55197275598267
94,17,1.64226178110276e-18,8.28118934378832
95,17,2.40988294601134e-20,14649648.7155037
96,17,7.17828999539116e-21,30613172.5692164
97,17,5.84799755818608e-20,444936.024539254
98,17,2.27364994126234e-22,419753928.951053
99,17,1.33390341461683e-17,736380.302170091
100,17,3.13903060543359e-17,60237.4087150202
1,18,1.15356186209058e-23,321978.77804631
2,18,3.85380297247662e-16,230.713503770523
3,18,1.17396473977425e-20,456.981757877562
4,18,9.12073363917373e-21,31513.1368452579
5,18,8.16901050333883e-19,680.979657085419
6,18,2.27386861338035e-20,19.0573342875637
7,18,1.56558187298333e-11,2331702.80734084
8,18,9.52069175179753e-15,1576150.00289077
9,18,1.28037344971768e-20,5241950.91465469
10,18,7.90907785377402e-19,840570632.648088
11,18,3.67821600597658e-13,130729.692711054
12,18,4.00159657534779e-15,168.501559398611
13,18,2.79964762589798e-16,68673466.0222351
14,18,2.4941613659116e-15,11070.3935755516
15,18,2.23922698031751e-14,8763999.90254376
16,18,7.47043040866574e-18,2789.38488127322
17,18,1.39876791273194e-16,799.192236782618
18,18,7.45447928004851e-18,661.785296783224
19,18,8.6858476655937e-19,7545375222817.52
20,18,1.23223509644007e-19,63741111.7720612
21,18,5.43083326612982e-16,1521762.31669681
22,18,1.04473528711732e-17,1766.62695049258
23,18,3.75402985143717e-21,56635.9984047072
24,18,9.00509192730404e-13,17886.6858146203
25,18,1.47590423067549e-18,345847.200787325
26,18,7.23383217818866e-15,32703321.6558732
27,18,2.87882943037795e-19,17.9713932040135
28,18,6.71256387378201e-22,43513.1533576624
29,18,9.86922885967971e-16,630.560753621884
30,18,1.92406455145374e-22,4634262.79781541
31,18,5.22919683037804e-21,94.820288224138
32,18,5.07333312252301e-19,1538.74905673998
33,18,5.96425357815571e-18,331.22941717991
34,18,4.48024806400081e-19,12834.283603275
35,18,2.47257394969576e-20,10.8392765746274
36,18,3.52994460013617e-18,959.555049269321
37,18,5.66567379889045e-16,992649.367277318
38,18,4.22112199516694e-17,38.0450021038903
39,18,1.13471982940425e-18,57279687.1643267
40,18,2.25961532004355e-20,31193.9404881565
41,18,7.5302662324878e-16,71247.5473009596
42,18,2.53948125999627e-19,4990430238.41478
43,18,5.17023024150874e-23,1500.30433130312
44,18,7.85119355161186e-24,6231275.67104073
45,18,8.92996397053312e-12,6947059.16470655
46,18,2.33296348549716e-15,3952881808.28319
47,18,2.40182451674707e-18,4415080.06214078
48,18,3.16512619184737e-12,6864335.75024017
49,18,1.24116657493067e-17,74.3858842144689
50,18,1.08775058291062e-17,819559.499894696
51,18,3.48764010446061e-22,1574.34649528389
52,18,1.79252044071099e-16,5780.33381660239
53,18,1.28973375043498e-15,99930.9413738996
54,18,5.26792471250648e-18,1777.96947344369
55,18,1.63459094954836e-15,26366.3404727348
56,18,4.29919386742624e-21,1318.33618587443
57,18,2.39843916900319e-20,280673.048069365
58,18,1.17108392846208e-13,734313880.794329
59,18,4.17009134222656e-20,3.04716156960343
60,18,2.70256535325173e-17,6196.89086360756
61,18,5.38812086161919e-20,38923.2961320794
62,18,1.21809513541743e-12,136033543.192453
63,18,9.85047396854281e-18,6851.23328316931
64,18,1.09959726671745e-16,89200.0955321769
65,18,9.04488554993091e-19,563.24073276544
66,18,3.10982120930026e-18,3650504.14139345
67,18,3.38134991520297e-23,49229158.2922182
68,18,3.77848034553785e-15,1440737659.10484
69,18,5.67078201382355e-17,1693.04869552008
70,18,1.70700241723355e-20,1472683.81475376
71,18,1.12114090224807e-21,2709517.57956223
72,18,2.45884014933472e-18,52524610.0441522
73,18,1.25662861875144e-18,239956.471964182
74,18,2.33132396333798e-13,1087.05107261882
75,18,1.28750995518016e-15,219.133910970185
76,18,1.47591176000425e-13,1879987.02666572
77,18,1.37858110322515e-16,56587.3957931215
78,18,5.81996995200036e-15,9.3996490465077
79,18,7.00841043489568e-23,1.34044258822152
80,18,8.95630391213364e-18,15982.6256603425
81,18,2.21648188961756e-22,59972.3177650854
82,18,1.38564612218292e-19,1358212.15884372
83,18,2.13665310605485e-18,285.77786635864
84,18,5.5277544273961e-14,27653.8020967651
85,18,4.27259855294789e-16,20571.2348558972
86,18,3.78787208798772e-22,30590.0907836625
87,18,2.92264922661009e-19,769.673532311705
88,18,6.03254600786216e-18,175361.874221781
89,18,3.00864752646063e-15,1476408.9081396
90,18,6.5197107146025e-19,1069234.3701252
91,18,8.84587841952488e-19,843749.838612613
92,18,3.15521862884587e-17,536398.505662319
93,18,1.35321350737071e-22,294.219564019271
94,18,8.3709347474782e-14,5049.25958119519
95,18,2.12992096410261e-14,1420633.02670085
96,18,2.18248378586394e-19,9219.25215154642
97,18,1.06679786813692e-20,1424.80998338011
98,18,4.35395167605045e-16,58683072.6528827
99,18,1.3333065078549e-22,7889.24866208837
100,18,1.59297643778327e-19,159827.405680377
1,19,2.7852040437251e-21,1.2810073938335e-05
2,19,6.48764462752189e-20,0.930427211289721
3,19,1.58894198352251e-20,6.68666595515008e-05
4,19,7.95584648376382e-17,2.74542512100745e-07
5,19,6.36566199933648e-12,0.00164150880163145
6,19,2.786779375259e-23,0.0107123382864161
7,19,1.64551033733384e-17,2.16502851274302e-07
8,19,7.77764241937528e-19,1.90414761850209e-05
9,19,2.61928028037542e-16,0.00469243572226382
10,19,3.02343908473389e-19,0.00151374575036009
11,19,6.43152968950485e-21,2.45535853043726e-09
12,19,9.02205761200016e-17,0.000169822850130059
13,19,4.93471933647108e-19,1.15633237143272e-05
14,19,8.10938708381241e-16,0.00014942605479382
15,19,4.76317830034836e-20,8.48981362519029e-05
16,19,4.98224889568097e-20,0.155664867286318
17,19,5.14391511156235e-21,0.0790647717916598
18,19,3.63027855681468e-23,1.04574498873508e-07
19,19,3.1990602991717e-20,0.000474818793720947
20,19,2.84420135134283e-23,2.91903266850987e-09
21,19,9.75311675486529e-18,0.00550225996308414
22,19,4.72363865945762e-20,1.06563574659913e-08
23,19,3.66286382141702e-19,8.96889754031148e-05
24,19,1.21779930628981e-18,416.462697431535
25,19,3.17859328371608e-20,918.486643206912
26,19,2.32364980455806e-19,0.000928263192901438
27,19,1.51302515384333e-21,4.29680835041527e-05
28,19,9.99655727566184e-22,0.000771527073370465
29,19,6.04453873431116e-16,0.0230933611563091
30,19,9.20973665630351e-19,1.79976150218242e-06
31,19,2.99291829111808e-16,0.000186157911934351
32,19,3.9514258469644e-18,0.406898413708897
33,19,2.17516038931191e-16,2.05569582748128e-08
34,19,1.67445773979219e-16,0.000475902727265326
35,19,1.08258697752203e-20,0.0350971230218028
36,19,1.39664781574123e-21,1.07027678092534e-08
