"rep","run","trial","bf_no_rvar","bf_rvar"
1,10,19,3.74029661922657e-20,0.0357151306533305
1,10,20,5.72539723892101e-20,1046722.53353794
2,10,1,1.82570323301147e-23,0.00395358768374871
2,10,2,1.20154509911958e-18,0.592604788787091
2,10,3,6.15611430142021e-25,56.1722336914418
2,10,4,1.33363305892456e-11,0.46067835794459
2,10,5,7.65764149103219e-11,246676.907886139
2,10,6,1.11704555164047e-25,3554688912.32504
2,10,7,4.70725922434071e-22,808.963500728778
2,10,8,3.06014187100968e-16,2998259476.71078
2,10,9,4.52858072881998e-18,40589154.2285865
2,10,10,3.59676340634682e-23,4.8266265443169e-05
2,10,11,7.65751337730264e-19,88647.2825066278
2,10,12,1.64495756254176e-25,23.358521945769
2,10,13,5.92327185213074e-14,260.930338938388
2,10,14,1.81750676016254e-27,2.80657014727849e-05
2,10,15,1.50376688996268e-17,0.00193251933010806
2,10,16,3.35124635859893e-17,0.00909767220087541
2,10,17,1.11002018937157e-20,104206.23190165
2,10,18,1.34000428035634e-25,82516297.3155263
2,10,19,6.97606962347082e-20,61.8246339304414
2,10,20,1.39756506751317e-21,0.00197012500914161
3,10,1,1.66054071151308e-20,333.164443032211
3,10,2,2.2391631339778e-15,4378.38970143729
3,10,3,1.39909878801523e-21,38.2346501074735
3,10,4,1.47865233497994e-08,0.000186036331499062
3,10,5,1.10585495751965e-09,208592.753849686
3,10,6,3.03637203328984e-23,467391036.142881
3,10,7,3.31141014197022e-24,123623639.878008
3,10,8,1.08979407283591e-20,13819.2557911527
3,10,9,8.11568376665641e-15,5294182.13399465
3,10,10,7.38286568720469e-24,3.62946443256679e-06
3,10,11,7.74891830608556e-18,114704.894666514
3,10,12,4.50296170932587e-25,142962436.525569
3,10,13,2.76931019509651e-17,9240.9953639111
3,10,14,2.54243038603323e-21,6.24028511812528
3,10,15,5.67268962152533e-22,0.000188643834840038
3,10,16,3.59547991676049e-22,1.74639473123269e-05
3,10,17,5.09271930703354e-22,703958.951788551
3,10,18,1.11548039816687e-26,60513.2261952733
3,10,19,1.99908360529601e-23,0.929840289592466
3,10,20,4.9648387705268e-20,0.00624072530717697
4,10,1,5.0576904561003e-18,1.37689348640497
4,10,2,2.13122974268932e-13,247.276902644042
4,10,3,4.42922873056017e-19,0.000928325420365891
4,10,4,2.09795740815976e-14,8718.90944527049
4,10,5,3.01493799565262e-10,132054510.225862
4,10,6,5.50838318643154e-26,254470995683.093
4,10,7,2.51617185887619e-16,51208.3556089283
4,10,8,3.78352666558391e-19,170855694803.443
4,10,9,8.09238309110176e-22,46193631566.4161
4,10,10,2.33459705513831e-16,0.00220012548558099
4,10,11,9.20718489832218e-15,2929899.84045344
4,10,12,5.37045367439968e-24,18113.6798266876
4,10,13,8.40566809916126e-12,1271684.12481513
4,10,14,1.03536392082058e-24,0.00338388500109242
4,10,15,9.76418438097879e-18,1.64552660578187e-05
4,10,16,1.20158110205748e-10,0.00871483926796657
4,10,17,1.25886096922446e-13,20389.25031455
4,10,18,3.38994629376771e-21,4983437.58284682
4,10,19,6.80516525687917e-26,14.0446722134284
4,10,20,8.99421739556367e-21,23.1108370357785
5,10,1,9.80812709373933e-25,0.0034163425011588
5,10,2,4.00763218395997e-20,152.712551244742
5,10,3,1.10509423266099e-26,1.32635930540601e-05
5,10,4,8.12679852114689e-12,1.5223313923159
5,10,5,2.11210292347939e-15,723846.064923429
5,10,6,7.44029121621711e-27,1027123.3021245
5,10,7,2.93656545603985e-23,0.00975814842240981
5,10,8,5.02587451395506e-19,10.3375537888621
5,10,9,7.09724927574377e-17,15255.301770491
5,10,10,4.23731283910184e-22,2.69886314194401e-08
5,10,11,4.96623844445475e-20,93.2719740268631
5,10,12,8.0722171090632e-27,70985.1035560892
5,10,13,7.86785414791907e-18,104.977982742556
5,10,14,1.57564690243896e-26,1.54589475597737e-05
5,10,15,1.24894898799608e-20,8.23217839535573e-06
5,10,16,1.75550324374105e-19,0.00107663306578311
5,10,17,3.39356479849083e-21,2960.33248072136
5,10,18,2.3773112047593e-16,4.79063459954133
5,10,19,3.55082995780871e-25,0.0577048391154407
5,10,20,5.93530954690072e-26,0.830105759198931
6,10,1,2.78989433097617e-23,0.000594420086622418
6,10,2,1.25567442123891e-17,12.4993748281774
6,10,3,1.46847761429438e-22,3.21534588330798e-05
6,10,4,3.3476693549664e-11,0.000190289710371445
6,10,5,4.77299014130138e-10,2830.22145720585
6,10,6,6.07850490229558e-29,192239.815157765
6,10,7,1.08117997325314e-26,116.08417863323
6,10,8,6.16692393492809e-19,4139.39309625932
6,10,9,3.95088850631406e-22,3.50545344590237
6,10,10,1.17359271658622e-19,2.26256264396508e-07
6,10,11,2.1313929990884e-15,3338.10397537771
6,10,12,4.13420007148533e-26,0.121792317963037
6,10,13,4.64458220052726e-18,0.0323459387487718
6,10,14,1.01167331543559e-27,0.000759560501705407
6,10,15,3.11671958217109e-17,7.1241992457871e-05
6,10,16,2.68221845946681e-18,1.46528943355094e-05
6,10,17,2.97919445775049e-21,401.640383684708
6,10,18,1.26316612612777e-25,0.357406749028666
6,10,19,2.14183656450471e-19,70655.643254807
6,10,20,5.0421774905711e-17,0.000472024247505414
7,10,1,4.0802345085411e-14,0.579147197013057
7,10,2,2.93136672519975e-15,696247.658384956
7,10,3,5.95160829809877e-19,11.6241245592694
7,10,4,2.17806574352281e-13,4.90501559729364
7,10,5,1.33780902318763e-13,329.418545382386
7,10,6,1.12935724139306e-19,1206427395.37377
7,10,7,7.31957231153812e-17,17099479.4965415
7,10,8,8.85473992390926e-15,300547060324.575
7,10,9,3.50965246680284e-20,179214065855.274
7,10,10,2.26373460492933e-17,0.0396712448694069
7,10,11,2.80640508809595e-14,11630411.9544962
7,10,12,3.32314776447276e-18,0.00985878016036691
7,10,13,2.51581003295771e-18,0.799531746116946
7,10,14,5.52794301947417e-19,22770.8635131581
7,10,15,1.65637620778288e-11,0.0090832328952001
7,10,16,3.67504782938231e-11,0.172427400331291
7,10,17,1.48916304620795e-16,525764.294469453
7,10,18,1.08830836839435e-23,2550232312865240
7,10,19,1.23049800141476e-15,4.57809506812952
7,10,20,2.90407383667348e-20,455722.079452186
8,10,1,3.74397806870458e-20,11941953.175506
8,10,2,1.51280961082671e-13,94997.9441595736
8,10,3,3.95920386027264e-16,14.2783694997252
8,10,4,7.4973538652521e-14,6481992.03266962
8,10,5,5.17111699643566e-10,2.092734565385e+20
8,10,6,9.82019577270706e-27,187425040100.92
8,10,7,3.94254348310025e-25,41370094.9930275
8,10,8,1.31000839810113e-17,3026881.71013848
8,10,9,4.48651792263547e-16,10445354911.9461
8,10,10,2.87040092051109e-23,0.000469714044916655
8,10,11,5.97850067974168e-22,102823.651721271
8,10,12,1.12606787979105e-21,482.634240196619
8,10,13,5.57494596841999e-15,190.525782130127
8,10,14,1.82667467241944e-21,20254.8378036143
8,10,15,1.45380831767568e-17,0.0535858548084222
8,10,16,6.41975357331542e-11,0.038714461310705
8,10,17,1.69269148987278e-18,69283886.6394607
8,10,18,3.61119985090345e-23,2.5252438191971
8,10,19,4.87437114120749e-23,0.0868837161799592
8,10,20,2.40087683877401e-18,32.0345443208931
9,10,1,4.06852359370024e-23,0.0149973095810148
9,10,2,7.82736041933821e-16,110.017802604468
9,10,3,1.11212099532564e-21,0.000173510941813183
9,10,4,4.09003942523514e-15,0.146341113713189
9,10,5,7.17922236669144e-10,961.537419463815
9,10,6,2.25293047088622e-23,78511273.3318156
9,10,7,6.07252126934041e-23,1227.03585333054
9,10,8,4.63056671817909e-19,128.549968542322
9,10,9,3.37613341246684e-20,1839897561667.64
9,10,10,1.86860552527167e-15,0.00697514394857833
9,10,11,1.90377721402471e-18,574479613.653984
9,10,12,4.62572899419557e-23,270.161077835478
9,10,13,1.90904935456925e-18,3716006.76507267
9,10,14,9.40104611192906e-25,3.77069150673831
9,10,15,1.18870419135964e-11,0.0133707670077238
9,10,16,3.06003241738735e-13,1.38086325465972e-05
9,10,17,8.61634463544521e-15,1124045.64596291
9,10,18,1.46670918090887e-20,729645.38630307
9,10,19,2.7379403730452e-24,0.00373797055299699
9,10,20,4.89590986105588e-24,217.590922984232
10,10,1,2.92073343915016e-23,3395.42608353505
10,10,2,2.04894901232774e-18,458590323.585692
10,10,3,3.42979032167434e-25,230.209502183861
10,10,4,3.9943416030545e-16,1492124.37837182
10,10,5,2.18306942008489e-14,49676.8637802387
10,10,6,2.34695526640188e-27,52707842912.8428
10,10,7,2.10819865984276e-19,34655.0571212875
10,10,8,2.08469146313088e-20,1664695.82587549
10,10,9,5.36479001540038e-23,2091201958.21512
10,10,10,1.88362797361889e-18,0.070416009169346
10,10,11,9.61411168039316e-14,5511266126.83285
10,10,12,3.60632631804753e-20,27846963272417836
10,10,13,2.41616470518881e-19,111.11456749266
10,10,14,1.02418191538903e-30,158416.614072727
10,10,15,4.10733692124742e-19,0.0244253111908314
10,10,16,5.51825653482703e-11,383488.418182602
10,10,17,8.83296160912978e-17,136133667.835862
10,10,18,6.330574181534e-24,14824783.5233463
10,10,19,1.31665116060248e-23,22.979095493293
10,10,20,3.66626156654031e-21,34045555.253558
11,10,1,3.41990289440974e-19,0.347872366025797
11,10,2,5.46576770631154e-19,0.305284077494151
11,10,3,2.51348653454863e-24,1.85061443416516
11,10,4,8.93012069886643e-17,0.0230305791630543
11,10,5,1.47330939255731e-11,477240.748812583
11,10,6,1.43553510133598e-26,9349688.5392922
11,10,7,6.41740657224874e-25,160786171.31136
11,10,8,1.77723281989562e-20,217.52979095416
11,10,9,1.15498739706308e-15,84.2589176958568
11,10,10,1.48211419269806e-16,4.75325370822684e-08
11,10,11,3.92755442834561e-17,1909931841.05286
11,10,12,2.08784114657221e-22,112.560405372256
11,10,13,1.47572895756988e-20,12.8021521257327
11,10,14,1.03973828551635e-24,314.382853263367
11,10,15,8.1583215313153e-19,7.21649450839495
11,10,16,3.80376837144599e-17,3.86208806192862
11,10,17,2.98484175676806e-18,2902000972.75791
11,10,18,6.93295984074788e-24,0.00121068330171501
11,10,19,6.68123613732734e-20,1595.5053380719
11,10,20,2.71900824804608e-21,1354831564.8153
12,10,1,1.31072247442054e-23,4.66585781066338e-08
12,10,2,2.90544798632151e-15,8196.7248724432
12,10,3,2.21476378655375e-21,0.229514569707555
12,10,4,2.76735409795781e-12,0.292723163257763
12,10,5,2.67097539715299e-10,12672645832.05
12,10,6,1.15946970256633e-20,76773272.9888629
12,10,7,8.86907020559956e-25,509.167321526816
12,10,8,3.76062336376623e-18,1242.86149314862
12,10,9,1.15390713534081e-16,358056.88026468
12,10,10,1.39844243151714e-14,2.23460979980684e-05
12,10,11,1.1672928336805e-17,566.875433795062
12,10,12,1.63231220161595e-25,0.000830897596398216
12,10,13,1.97320485049924e-14,0.112639992902824
12,10,14,1.51371588431088e-29,1.73398061747914e-05
12,10,15,9.4778011372422e-23,78.8272587828448
12,10,16,6.95987087921849e-18,0.0106782223157121
12,10,17,1.27892286095689e-20,4606.40291742573
12,10,18,7.63420142217374e-17,0.0159144286817691
12,10,19,1.08970014413874e-26,878.077772661434
12,10,20,2.00663572570459e-22,2.6111692909386
13,10,1,6.66903037013012e-19,12055.2681067366
13,10,2,9.24334190667077e-15,3682281.93893862
13,10,3,5.47238339137128e-17,56.9589701589729
13,10,4,6.51643731046289e-15,6398524.84323128
13,10,5,1.09707821769977e-10,2548.74064138477
13,10,6,1.1087235203594e-19,3330374582.01854
13,10,7,4.34619658831049e-21,43373.854028385
13,10,8,1.13220956051427e-14,1576.57703284948
13,10,9,4.12324215962733e-14,51291175820772480
13,10,10,1.89377156743503e-17,0.039155427009175
13,10,11,1.2908110076515e-18,73614278.3305817
13,10,12,1.90454734373798e-20,7475256951.67034
13,10,13,7.24957215380688e-16,526370.81862557
13,10,14,2.7622494933371e-23,1789.00014950533
13,10,15,2.84177171882146e-14,0.00612585295319001
13,10,16,1.46999574695763e-09,0.00196002980456243
13,10,17,3.52446026674729e-14,185598650856.304
13,10,18,1.33272703772929e-22,17957888.9949356
13,10,19,9.32961999395175e-23,0.012867956997151
13,10,20,1.0661310216235e-20,6.24072680767892
14,10,1,1.4861814011394e-24,2.22806756951103
14,10,2,6.2235606303537e-19,35667.2936555896
14,10,3,5.51374353376599e-19,0.000271596634753254
14,10,4,2.19150179711682e-14,3.63393673409228e-05
14,10,5,8.92235852676473e-11,131768554962.769
14,10,6,7.27041818735896e-30,445484.752530655
14,10,7,5.47267964599926e-26,0.00426159728661045
14,10,8,8.94615231049412e-24,2.09186451701303
14,10,9,2.86118167233377e-20,0.972884524026755
14,10,10,3.91439704378724e-21,2.68650637633942e-10
14,10,11,1.34454506825158e-17,857.183508742551
14,10,12,8.17443417049829e-26,1763443.80649151
14,10,13,1.46320085264081e-16,0.141333045836928
14,10,14,2.05925651337777e-22,0.024138953332755
14,10,15,5.67739290369334e-22,1.48474190099112e-08
14,10,16,3.6151212022864e-17,0.00137917504679915
14,10,17,6.1490385160074e-20,4871.85128858839
14,10,18,7.08482315867079e-23,0.000260049090238445
14,10,19,2.08601168021227e-30,5.59340972044272e-07
14,10,20,1.44798493331786e-23,0.412394540658908
15,10,1,3.35162449488334e-26,4.06528049744155e-05
15,10,2,5.70188909577771e-16,5504.648573967
15,10,3,3.84485719177601e-25,4.26957979210225e-06
15,10,4,4.26542275099381e-12,4155.99224936643
15,10,5,4.27667797723949e-10,622070886.590775
15,10,6,2.279308077738e-29,730039.353860781
15,10,7,1.19652123352655e-21,1844.27368452572
15,10,8,1.17806428957875e-19,145772.750052493
15,10,9,1.55610817374417e-21,17107.5742145979
15,10,10,3.77284200207317e-20,0.00598710488343165
15,10,11,7.48298477081973e-18,814.392238119726
15,10,12,1.28427907531616e-25,37717352.6941011
15,10,13,7.37534333486949e-15,0.000441949823696128
15,10,14,1.70026834100529e-26,5.81735400627208e-06
15,10,15,2.81911488554563e-15,8.64013304249834e-06
15,10,16,7.07325226911301e-14,1.81102550438109
15,10,17,7.1231004226766e-18,590.134801423605
15,10,18,1.86460929890149e-19,19249.7643133736
15,10,19,1.12985662498846e-26,5.72796288724048e-05
15,10,20,1.52269651389454e-23,172.189700016827
16,10,1,5.50713470561876e-26,0.186971844887497
16,10,2,2.15333603655166e-25,1064146.46757115
16,10,3,1.50770443304028e-28,1.14341084985528e-06
16,10,4,1.3336323820625e-15,0.911490699981123
16,10,5,6.66517062875111e-13,341707822934.542
16,10,6,2.10513202166217e-30,640500.345203699
16,10,7,2.91175790244501e-21,1195.48972334262
16,10,8,6.24753538000132e-18,32270.780712624
16,10,9,1.24226799129772e-16,13.5404258761705
16,10,10,4.45620566629782e-25,1.94861136769334e-07
16,10,11,5.89204110037148e-19,33463.8547053425
16,10,12,1.3451753504481e-26,16737.0650822964
16,10,13,2.48083441795775e-21,13066.9342688755
16,10,14,1.72385780655767e-30,0.00273272275592412
16,10,15,1.05212751865117e-19,1.50063488182252e-05
16,10,16,2.10236862085674e-21,3.39178763451085e-05
16,10,17,1.65298886612989e-22,46068081.9579661
16,10,18,3.47930607981787e-25,41071.979917722
16,10,19,7.26354238443871e-22,149.668230481216
16,10,20,8.65383546508512e-19,3392.86990002828
17,10,1,1.20565301573456e-24,0.028266408119815
17,10,2,2.30763376219055e-20,54.7361987117789
17,10,3,5.03178637252149e-23,2.91884281252087
17,10,4,1.79832428738706e-13,0.553001311506818
17,10,5,7.90721606931504e-15,16724288.0683764
17,10,6,1.38287355156584e-29,37429848793.9383
17,10,7,4.62792066012974e-22,1357207.04114661
17,10,8,1.71843958961305e-23,16496496.870325
17,10,9,5.8571434437738e-21,19658501094.7731
17,10,10,2.78931629652677e-20,6.37498257438879e-07
17,10,11,1.56185847412744e-16,236565733.978821
17,10,12,4.05604622654114e-28,106818297.899653
17,10,13,2.87856525278347e-21,720829.448541978
17,10,14,4.55168452305331e-31,33.07362944392
17,10,15,1.74004098300911e-22,0.0551509357125482
17,10,16,9.05823981795779e-16,0.117513502721692
17,10,17,3.08959973088013e-21,55183325.1968504
17,10,18,5.47657513286192e-26,25679301.6683177
17,10,19,2.46161695879414e-21,8.37190205498598
17,10,20,8.26905844627843e-26,171843.003131347
18,10,1,4.98079113966548e-24,152.386080245072
18,10,2,1.30825358107889e-21,66.0172704792949
18,10,3,1.50780637661222e-20,2.23288857481231
18,10,4,1.74756297970226e-14,0.0115425559821959
18,10,5,1.05136242299542e-12,4621481348243.57
18,10,6,3.12697903865633e-32,61296217.5890037
18,10,7,3.91690968469811e-27,166025.042656295
18,10,8,1.2984867663164e-22,657.787592754978
18,10,9,2.33306975215777e-20,16670793.729554
18,10,10,8.13481500135239e-20,2.78706075966832e-08
18,10,11,9.50643918002444e-19,28942386.3844133
18,10,12,6.87510562786373e-28,16284245.5632561
18,10,13,2.05718592285308e-22,10653635.2468916
18,10,14,4.21825219375773e-21,0.0253389168874428
18,10,15,2.1748707673554e-20,0.000127776927863779
18,10,16,9.94064839233911e-20,5.65405530496921e-05
18,10,17,3.10603521341488e-21,53797983.4287316
18,10,18,6.11937843346593e-22,2.96712778120264
18,10,19,4.61419145051647e-29,2.37198188863373e-05
18,10,20,3.95302724775441e-25,19805.1639465562
19,10,1,1.66261479244069e-21,0.127533163934995
19,10,2,1.63840044124326e-13,113002.945428406
19,10,3,1.40209399732352e-22,24.233862013783
19,10,4,5.52127680164684e-08,4.78886353332829
19,10,5,7.47890229901323e-08,33219546.6493961
19,10,6,8.99650195461888e-26,73379207836.926
19,10,7,1.26380166314592e-16,13.5243702036363
19,10,8,2.03716424475199e-20,379063061.33575
19,10,9,2.20087491900237e-18,792261007.978355
19,10,10,3.05251004818618e-20,0.000203330325698229
19,10,11,5.10065757848175e-15,30636973.3810256
19,10,12,4.52097900230114e-23,143350.150289448
19,10,13,1.64778107645367e-11,3286421598.04084
19,10,14,8.63276690728972e-23,0.901406694418945
19,10,15,6.66096947601083e-20,0.000193877917160268
19,10,16,1.19322762694631e-19,0.000264583392127779
19,10,17,4.7621547048686e-17,5196.90958826875
19,10,18,2.71612179729316e-23,150.22502501773
19,10,19,1.84482649341605e-28,0.00046648605856302
19,10,20,2.4911336345922e-21,1.37623172265592
20,10,1,6.93173847976116e-21,0.298241940548124
20,10,2,3.75475732514064e-16,1133.18566540579
20,10,3,5.90503036896075e-22,3.47361314912181e-06
20,10,4,9.30426647926895e-10,0.000624506186837122
20,10,5,4.88039326491331e-07,26355935.6449797
20,10,6,5.30720554697401e-27,2021308.9371707
20,10,7,8.41283734123741e-22,0.138653962704519
20,10,8,1.55748168730174e-20,225.83561150956
20,10,9,3.36336952548139e-17,1104.22445419722
20,10,10,7.97826800074646e-17,5.2769253757724e-09
20,10,11,2.39634061337206e-14,385293.002981788
20,10,12,1.06349747791727e-21,331.357915815556
20,10,13,4.56429160251089e-15,60.9260804013913
20,10,14,1.48856442588907e-20,9.81261061170602e-08
20,10,15,2.20778727739044e-21,2.42031178602303e-05
20,10,16,7.16746368627938e-20,4.80054281449408e-06
20,10,17,7.63836774390975e-17,795.471979636345
20,10,18,2.47907976038063e-16,0.00653509567452393
20,10,19,9.13191471714033e-29,5.65362000574096e-07
20,10,20,1.81784331100872e-23,0.000957139692866933
21,10,1,3.29100005828637e-22,0.34009595321865
21,10,2,1.33662635386709e-15,37618.3700469157
21,10,3,1.41400397814071e-20,9.6375430132653e-07
21,10,4,1.28509562331378e-11,2301.40968996784
21,10,5,5.24639529114649e-07,1954531265241352
21,10,6,1.59942091362478e-28,10604756.0949093
21,10,7,1.24171917531711e-21,193.20772946367
21,10,8,8.64375954356681e-22,4570861.24565442
21,10,9,1.77554504508776e-19,42992.3244760669
21,10,10,3.28212286672298e-18,5.78287877571537e-05
21,10,11,3.79867015091806e-14,17058.0771287663
21,10,12,5.12168989476581e-25,3951808.67188376
21,10,13,3.4602523787114e-17,29544397.6358527
21,10,14,2.45565201931046e-20,0.00174327026749894
21,10,15,2.31736363543332e-20,0.0395936147254613
21,10,16,2.25890451505021e-20,4.43240693469844e-06
21,10,17,5.04414617056324e-17,153.737407152253
21,10,18,6.59294491182796e-17,1969.83777177274
21,10,19,1.30508445489202e-26,0.00485304048884279
21,10,20,3.4773628972089e-18,7803.23063179416
22,10,1,9.26333709631546e-22,0.469175845106342
22,10,2,1.11345086463409e-12,1202807.36632092
22,10,3,1.2717468445625e-13,0.0243779794041436
22,10,4,1.90682712921793e-13,79.397745507476
22,10,5,3.50547661740534e-13,0.0974814232697774
22,10,6,7.38984676268139e-28,191172225.795805
22,10,7,8.32892460107632e-17,388564.837608921
22,10,8,9.71476678024235e-20,1464999.99973196
22,10,9,7.40552435143465e-23,2416.55763069886
22,10,10,1.4091223791275e-23,0.0509363868298637
22,10,11,7.94592182547397e-12,20524072.513051
22,10,12,1.79660734589905e-26,657396263.608635
22,10,13,3.72191059861851e-17,44.1734028985578
22,10,14,2.67438285047554e-24,82.1673170548697
22,10,15,2.75360634542199e-13,0.00436163594042221
22,10,16,1.19731393974199e-09,44148877.6695053
22,10,17,9.10629084856882e-17,223129.749294038
22,10,18,7.09482589110861e-24,10.2021187206732
22,10,19,8.39004604667682e-19,133.916982979264
22,10,20,3.19782497165071e-20,304398320803.367
23,10,1,1.80342746575848e-22,4.79593864018013e-06
23,10,2,1.13751220575817e-17,367.478986099421
23,10,3,5.76159521805763e-17,0.00270832701182199
23,10,4,4.99725942522525e-15,8.29208677490244e-06
23,10,5,4.85474280041619e-15,1232.98559079442
23,10,6,3.7442030880176e-26,340.266431972434
23,10,7,7.54007942871872e-23,0.00440903532352135
23,10,8,2.504409032917e-13,5.72004890334533
23,10,9,4.90327135037773e-27,8.47121967799617
23,10,10,2.38101255767474e-21,1.79911808466184e-12
23,10,11,1.4299637010405e-21,273.740218178388
23,10,12,4.11622085731662e-28,0.00800516573671153
23,10,13,2.18806159165452e-21,0.317340555823743
23,10,14,7.74107572577665e-24,0.00244373323182391
23,10,15,7.10036582011623e-18,2.8151226507438e-07
23,10,16,6.23273425936581e-16,5.61946894228921
23,10,17,1.37514194177587e-23,25470488689.6983
23,10,18,1.80360107266097e-22,8.32147978319792
23,10,19,3.70674010019069e-27,0.000854362912740583
23,10,20,1.48084299164104e-29,0.0191937158081838
24,10,1,1.05751507369062e-20,88.4935483430819
24,10,2,1.40384808904862e-22,167172.506833093
24,10,3,1.13346104074734e-18,2.02243626870333e-05
24,10,4,1.76822138835937e-13,0.0013599504938434
24,10,5,1.11479445093647e-12,885.103109369011
24,10,6,3.399684561677e-29,14830.2089999957
24,10,7,1.73113660363207e-27,191.567390844474
24,10,8,5.45232297315397e-23,472.194771328594
24,10,9,1.49176056383923e-23,0.0164941372222332
24,10,10,8.4063706461446e-25,6.40767244107143e-07
24,10,11,5.14063625981532e-14,13394.3856768176
24,10,12,3.10334495397052e-26,11942.773555812
24,10,13,4.71065034928205e-22,3.24413358891978
24,10,14,2.05689514816875e-26,23.3529289712989
24,10,15,1.73575470505928e-20,7.66604280743473e-06
24,10,16,6.31692140701686e-18,0.0200203798479909
24,10,17,1.79623503769975e-24,4117.5155015468
24,10,18,3.80539518062094e-28,0.00351480393006042
24,10,19,3.38770295099979e-16,3596.00175026095
24,10,20,7.84170479858517e-21,55.2013939507818
25,10,1,4.06098179607341e-23,0.000338973805151453
25,10,2,5.43361962337732e-21,16352464.4148446
25,10,3,1.27801796565168e-24,5.2505784343604e-05
25,10,4,4.7913949467473e-16,0.931753194708323
25,10,5,1.22704601732663e-14,1573422453297.16
25,10,6,6.74858191581995e-26,109708.636194047
25,10,7,2.56906090939961e-16,28.7047753546176
25,10,8,2.26240748000437e-19,9178.90876532025
25,10,9,2.2775878135775e-17,114908.540317436
25,10,10,1.50432952343477e-16,5.14012999445655e-08
25,10,11,8.03760038922128e-20,6587.99268339925
25,10,12,3.40874373858443e-26,454.366149517106
25,10,13,1.43293386087906e-20,111.693980883331
25,10,14,3.25888537660642e-27,6.84903323482801e-05
25,10,15,5.04680181761479e-19,0.00469662960391007
25,10,16,1.39774448984344e-18,3.11324743888694e-06
25,10,17,1.27205309352142e-20,26787274.0981152
25,10,18,8.60098919392264e-21,355730227.484716
25,10,19,2.66664656458217e-24,5.08752863624151
25,10,20,5.39016072799934e-22,171266.681885487
26,10,1,7.55037658495029e-22,18.1772947274414
26,10,2,7.12309971893859e-18,1800.2895092444
26,10,3,2.63714276727955e-21,0.0198810307987846
26,10,4,2.67208469319457e-12,21.7869469469156
26,10,5,2.76567164912195e-13,13685963.9245165
26,10,6,2.47357031579786e-26,61891836708.0121
26,10,7,3.05296086829573e-22,27.8793271139093
26,10,8,8.29235354649647e-22,5287932.3389248
26,10,9,1.13336962053252e-20,32205075719.242
26,10,10,1.42821243811996e-19,2.23330072908612e-07
26,10,11,5.32997994322861e-15,4442434.28407963
26,10,12,4.30202918893856e-26,65102.8521953107
26,10,13,1.15268041000804e-17,13879.7736719057
26,10,14,3.70951200011996e-28,0.0114057893391591
26,10,15,3.81878172555847e-21,8.17593029943096e-06
26,10,16,4.385144604177e-13,0.0172689859353441
26,10,17,3.77608606180574e-19,37137.9906851309
26,10,18,1.99350712179967e-24,19.0102572368709
26,10,19,1.56867768521533e-23,0.0164226438333209
26,10,20,3.50979049023212e-22,3.92062806281148
27,10,1,1.03567407365749e-25,1.1547801312591e-07
27,10,2,4.43275273934505e-21,253.521839566983
27,10,3,6.86627285696755e-26,5.38217985332102e-05
27,10,4,1.17469806641622e-15,0.000732807888864479
27,10,5,3.15858917244115e-12,14061917.7655633
27,10,6,4.18793700922594e-22,1926.86785050119
27,10,7,2.96725491307224e-25,1128.90663143221
27,10,8,8.587127840883e-15,58.5559454114871
27,10,9,4.59352900724807e-18,52.7064233307078
27,10,10,2.03443186940446e-20,2.54289570442431e-10
27,10,11,6.68426068655009e-22,14.9947709475074
27,10,12,7.26944045499977e-23,22179.4418095412
27,10,13,6.48344248503372e-23,0.00140101586294899
27,10,14,2.53312024109891e-24,4.86954749976423e-07
27,10,15,1.57747428554865e-18,1.80819144400459e-05
27,10,16,1.01521682847444e-17,0.00061668856295302
27,10,17,8.02258128019298e-22,1242560.39376039
27,10,18,3.10981907665357e-22,0.00176886907570164
27,10,19,1.05298675836314e-26,0.0148973056198858
27,10,20,5.57812231341318e-25,138.641031435409
28,10,1,7.59840442290992e-23,6.47803713599733
28,10,2,1.3018279638958e-15,4080211.00005904
28,10,3,4.39234806111792e-20,0.0266669822445992
28,10,4,9.44279608786234e-17,7.0379412624761
28,10,5,6.33490060581985e-12,237096234.982247
28,10,6,2.90181208534843e-30,4185986.2675629
28,10,7,2.72148249298837e-23,52.3726373039265
28,10,8,5.52119152531492e-17,20033.3303778006
28,10,9,2.11542421605942e-17,54795.2325070468
28,10,10,1.51443953854816e-23,4.81125895250862e-07
28,10,11,2.21496643620438e-18,167.765395421576
28,10,12,4.19735964653419e-26,3170.34872313797
28,10,13,2.02877112966702e-13,0.00022637242434724
28,10,14,6.39186545776903e-26,0.000206883549399097
28,10,15,1.1326898471565e-18,1.66037585780068e-06
28,10,16,1.14189435269193e-17,0.000157034018448261
28,10,17,2.26280255530903e-22,94234.8448570845
28,10,18,4.42477894343685e-23,0.675279485373248
28,10,19,3.18009215559889e-23,32.9166180418709
28,10,20,1.33042642573668e-21,0.300951230550436
29,10,1,1.10104260642937e-23,0.0430440743124346
29,10,2,6.44209126904006e-24,1316016.24094196
29,10,3,1.57878772486011e-27,457.619060996586
29,10,4,9.93667531296337e-11,6.4318694462165
29,10,5,2.81675178057482e-15,32345604819903.7
29,10,6,2.53982779985219e-30,525392072.148572
29,10,7,4.50667223926396e-24,252976.930342846
29,10,8,1.54164670887053e-21,72476.19901189
29,10,9,9.27215263154945e-20,2279968583.98536
29,10,10,7.09018997473764e-20,0.217226150644646
29,10,11,8.26859993496263e-19,30302849.3853658
