"Run","Rep","Xseed","Yseed","Z_additive","Z_multiplicative","AddRE","MulREdim","Variable","TrueValue","Estimate","Variance","Confidence","CI_low","CI_high"
2,1,2e+07,20000001,FALSE,FALSE,FALSE,0,"intercept",-1,-0.949050679576543,0.00777128553768697,0.9,-1.0894461733459,-0.801153059430117
2,1,2e+07,20000001,FALSE,FALSE,FALSE,0,"X1_groups",1,1.01651072360698,0.00305082520598411,0.9,0.926549148763973,1.11054810488693
2,1,2e+07,20000001,FALSE,FALSE,FALSE,0,"X2_dist",1,0.889633762700995,0.00421547228773044,0.9,0.781976305484059,0.995448760396401
2,1,2e+07,20000001,FALSE,FALSE,FALSE,0,"X3_norm",1,0.980632027514713,0.00386060131246773,0.9,0.882566310066683,1.08282040455011
2,1,2e+07,20000001,FALSE,FALSE,FALSE,0,"X4_row",1,0.976649560563403,0.00312372397856117,0.9,0.893094265267944,1.07223084017785
2,1,2e+07,20000001,FALSE,TRUE,FALSE,0,"intercept",-1,-0.663374073179332,0.00462817894835957,0.9,-0.786580201999938,-0.561415116561219
2,1,2e+07,20000001,FALSE,TRUE,FALSE,0,"X1_groups",1,0.645001940783777,0.00154055617596568,0.9,0.576484700584371,0.708749091441039
2,1,2e+07,20000001,FALSE,TRUE,FALSE,0,"X2_dist",1,0.574712839117,0.00235928547343589,0.9,0.498825226123405,0.658331145069696
2,1,2e+07,20000001,FALSE,TRUE,FALSE,0,"X3_norm",1,0.622227268365421,0.00203916920419642,0.9,0.548904887209896,0.693775252209774
2,1,2e+07,20000001,FALSE,TRUE,FALSE,0,"X4_row",1,0.634752143836875,0.00151626224838927,0.9,0.573492132604921,0.702602615114266
2,1,2e+07,20000001,FALSE,FALSE,FALSE,1,"intercept",-1,-0.979249605983223,0.00800491746576273,0.9,-1.12843216530245,-0.831488237746127
2,1,2e+07,20000001,FALSE,FALSE,FALSE,1,"X1_groups",1,1.0504672545317,0.00379831195289713,0.9,0.949121045079521,1.1553193320766
2,1,2e+07,20000001,FALSE,FALSE,FALSE,1,"X2_dist",1,0.914367896612608,0.00467003691363307,0.9,0.806177731896599,1.0308137929424
2,1,2e+07,20000001,FALSE,FALSE,FALSE,1,"X3_norm",1,1.00896222819589,0.00409461893330549,0.9,0.907705431290701,1.12254519793616
2,1,2e+07,20000001,FALSE,FALSE,FALSE,1,"X4_row",1,1.0117554939291,0.00329120113302577,0.9,0.919941433906307,1.10099911526707
2,1,2e+07,20000001,FALSE,FALSE,FALSE,2,"intercept",-1,-1.01462356270751,0.0094165755383384,0.9,-1.18099053134281,-0.865390117879993
2,1,2e+07,20000001,FALSE,FALSE,FALSE,2,"X1_groups",1,1.08811106348828,0.00478076107292525,0.9,0.967601742991195,1.20302907172314
2,1,2e+07,20000001,FALSE,FALSE,FALSE,2,"X2_dist",1,0.945876427528327,0.00565690153820358,0.9,0.817982660138643,1.06898758243697
2,1,2e+07,20000001,FALSE,FALSE,FALSE,2,"X3_norm",1,1.0428954918867,0.00479685375664915,0.9,0.935996144477286,1.15983786659432
2,1,2e+07,20000001,FALSE,FALSE,FALSE,2,"X4_row",1,1.04951961941095,0.00460974071085763,0.9,0.946844404584864,1.16580902451804
2,1,2e+07,20000001,FALSE,TRUE,FALSE,1,"intercept",-1,-0.891470295531178,0.00814376993823111,0.9,-1.03787456951775,-0.747794111339224
2,1,2e+07,20000001,FALSE,TRUE,FALSE,1,"X1_groups",1,0.815934292387724,0.00310110362430044,0.9,0.732672809961717,0.910609237718535
2,1,2e+07,20000001,FALSE,TRUE,FALSE,1,"X2_dist",1,0.784562479076391,0.00419989052292992,0.9,0.678148883797949,0.894261197437074
2,1,2e+07,20000001,FALSE,TRUE,FALSE,1,"X3_norm",1,0.774469499422465,0.00315285801203514,0.9,0.691036981310129,0.862783854160175
2,1,2e+07,20000001,FALSE,TRUE,FALSE,1,"X4_row",1,0.787256168069239,0.00231034632089908,0.9,0.704518060973373,0.866080911080052
2,1,2e+07,20000001,FALSE,TRUE,FALSE,2,"intercept",-1,-1.03266249159497,0.0110792648676444,0.9,-1.20296531727112,-0.861198795808592
2,1,2e+07,20000001,FALSE,TRUE,FALSE,2,"X1_groups",1,0.971974830027208,0.00529739490761412,0.9,0.852019396878565,1.08906300176183
